微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
[摊手][摊手],2017-04-14 22:37,腐宅姬Android,http://weibo.com/1768008414/EEw5XBguS,腐宅姬,2067333,女,海外,名人认证,转发,白百合：我们还没上床，不算出轨#如厕必备读物# ?,微博 weibo.com,2017-04-14 22:01,如厕必备读物,http://weibo.com/2322168320/EEvR4wJUQ
转发微博,2017-04-14 22:33,iPhone 6s Plus,http://weibo.com/1845739603/EEw4bqTV1,全球微整形资讯,15567,女,北京 东城区,普通用户,转发,#白百何出轨#  白百合事后首次接受采访  这是谁剪的 [二哈] http://t.cn/RXyQ5QZ . ?,秒拍网页版,2017-04-14 09:07,自动美图收纳盒,http://weibo.com/5893548675/EEqN62PEc
转发微博,2017-04-14 22:27,360安全浏览器,http://weibo.com/1943059812/EEw1P9yQd,奇葩萌宠的日常,797626,女,北京 东城区,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
转发微博,2017-04-14 22:26,360安全浏览器,http://weibo.com/1771095885/EEw1A3AIc,阅读新视野,275636,男,广东 深圳,名人认证,转发,【TED演讲《重新认识出轨行为》】今天又被#白百合#出轨的新闻刷屏了，让我们看一段Ted演讲：为什么会有人出轨？如果我们可以离婚的话，为什么还要搞婚外恋呢？出轨意味着什么？也许从这个视频，你可以感悟到更多……http://t.cn/RtHn8wq ?,影视达人推荐,2017-04-14 22:20,视频厂,http://weibo.com/1747931403/EEvZ2ixES
转发微博,2017-04-14 22:25,iPhone 6s Plus,http://weibo.com/1651593604/EEw14q6Sk,我们爱讲俏皮话,1726695,女,广东,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
回复@夢想家--小鬼戰國:不好意思啊～我自己就是企业老板。[微笑]。//@夢想家--小鬼戰國:参加非诚勿扰，你觉得不是物质，企业老板包你房，你绝对不可能错过，就像白百合，多么好的老公，都搞外遇，只能劝弟兄，对任何事别太认真,2017-04-14 22:23,iPhone 6s,http://weibo.com/1739970502/EEw0f2Gji,夏果果,222091,女,北京 朝阳区,名人认证,转发,"所有和我合照的人或者偷拍的人，请用美颜相机！
因为我坚定不移的认为：我长这样[白眼] http://t.cn/z8AjBTA ?",iPhone 6s,2017-04-14 16:48,夏果果,http://weibo.com/1739970502/EEtOl3yAQ
【TED演讲《重新认识出轨行为》】今天又被#白百合#出轨的新闻刷屏了，让我们看一段Ted演讲：为什么会有人出轨？如果我们可以离婚的话，为什么还要搞婚外恋呢？出轨意味着什么？也许从这个视频，你可以感悟到更多……http://t.cn/RtHn8wq ?,2017-04-14 22:20,影视达人推荐,http://weibo.com/1747931403/EEvZ2ixES,视频厂,303711,女,北京 东城区,名人认证,原创,,,,,
转发微博,2017-04-14 22:16,微博 weibo.com,http://weibo.com/2044145800/EEvXvqr5f,奇葩二货的日常,779201,女,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
去走红毯得有作品吧[doge]//@还我大神：白百合的南方有乔木怎么办呢//@家駒愛家強世榮：鹿晗那个日本那边剧本要求很多//@lee云朵：白百何不是得罪谁了 就是某人借机想红,2017-04-14 22:11,,http://weibo.com/1868120090/EEvVqzV2W,娱乐圈揭秘,2689152,男,其他,名人认证,转发,"#明星料汇总# 
1.《扶摇皇后》男主依旧还没签，高伟光男配；
2.杨幂新电影是宁浩的，已经开机拍摄了；
3.《寻找爱情的你》赵丽颖主演；
4.白百何的事情是身边人透露出去的；
5.鹿晗和周冬雨主演的《秒速五厘米》因为剧本问题暂时搁浅了；
6.关晓彤代言某国际珠宝品牌；
7.戛纳电影节红毯：井柏然、马思...全文： http://m.weibo.cn/3616197373/4096510197087187 ?",微博 weibo.com,2017-04-14 19:00,娱评王,http://weibo.com/3616197373/EEuFBtJHt
[心],2017-04-14 21:56,情侣配对,http://weibo.com/2154332097/EEvPovjoi,占星小巫爱星座,3072506,女,海外,名人认证,转发,"白百合离婚申明 到底什么时候发出来
白百合工作室发博称双方以取关
白百何 会不会也被打到穿越呢？ 
陈羽凡你怎么看？ http://t.cn/RXw1x0N ?",微博 weibo.com,2017-04-12 17:10,芝士萱公子,http://weibo.com/6192926831/EEb5XB2E2
"看懂下图笑点的点赞
彭于晏工作室回应，卓伟爆鹿晗有娃，白百合清白我到底该相信谁[笑cry] ?",2017-04-14 21:48,萌哥的iPhone 7 Plus,http://weibo.com/1222306454/EEvMbkafc,何亚萌SAVILA,656675,女,北京 朝阳区,名人认证,原创,,,,,
我发表了头条文章:《白百合被偷拍高清图曝光！（很快删）》 http://t.cn/RX4BGpn ?,2017-04-14 21:42,iPhone 7,http://weibo.com/2048661167/EEvJtchkr,全球潮流婚纱,2440831,女,上海 黄浦区,名人认证,原创,,,,,
关心白百合出轨，还不如关心爸爸有没有按时吃降压药~ ?,2017-04-14 21:29,微博 weibo.com,http://weibo.com/1227797040/EEvE51eeH,李大维Lee,109809,男,上海 黄浦区,普通用户,原创,,,,,
[doge][doge],2017-04-14 21:26,微博 weibo.com,http://weibo.com/2028685805/EEvDfh6dX,这微博是个奇葩,1461490,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
网友们真能恶搞,2017-04-14 21:25,微博 weibo.com,http://weibo.com/1222430350/EEvCw3hCW,阿忆,286377,男,北京 海淀区,名人认证,转发,白百合出轨后首次接受采访，竟然说了这样的内幕#低调炫技##白百何出轨##白百何陈羽凡分居# http://t.cn/RXA8B4V ?,,2017-04-13 15:59,趣闻局长,http://weibo.com/1221684892/EEk3YkhlR
[二哈],2017-04-14 21:23,微博 weibo.com,http://weibo.com/2729902997/EEvBFcBEI,逗逼的日常,1524154,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
转发微博,2017-04-14 21:17,微博 weibo.com,http://weibo.com/1651593604/EEvzogcGo,我们爱讲俏皮话,1726695,女,广东,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
[微风]//@给恋人的情话:[笑cry],2017-04-14 21:11,,http://weibo.com/2322613250/EEvwZyEmO,学做睿智的女人,1843985,女,北京,名人认证,转发,白百合出轨后首次接受采访，竟然说了这样的内幕[二哈]http://t.cn/RXLWqJW ???,iPhone 7,2017-04-14 21:05,污力王,http://weibo.com/5144723923/EEvuADaKA
 //@期小万:演技精湛吴亦凡，百花影帝李易峰，铁血硬汉黄子韬，男儿本色看鹿晗，从不吸毒柯震东，坐怀不乱陈冠希，冰清玉洁钟欣桐，一米八零黄晓明，从未整容是杨颖，阖家欢乐王宝强 ???，教子有方李双江，摇滚教父是汪峰，用情专一章子怡，从一而终郭富城，不靠老子王思聪，守身如玉白百合 ,2017-04-14 21:07,iPhone 7 Plus(亮黑色),http://weibo.com/1649155730/EEvvvF11R,龚文祥,3948158,男,广东 深圳,名人认证,转发,震惊！某市潜逃美国的副市长亲自回国举报小鲜肉！小鲜肉代表鹿晗张艺兴杨洋吴亦凡陈伟霆等躺枪 http://t.cn/RXyYAj4 ?,iPhone 7 Plus(亮黑色),2017-04-14 09:35,龚文祥,http://weibo.com/1649155730/EEqYCfL5w
[二哈],2017-04-14 20:37,微博 weibo.com,http://weibo.com/2729902997/EEvj7FH4i,逗逼的日常,1524154,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
[doge][doge],2017-04-14 20:32,微博 weibo.com,http://weibo.com/2028685805/EEvhh2w6S,这微博是个奇葩,1461490,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
转发微博,2017-04-14 20:25,微博 weibo.com,http://weibo.com/2044145800/EEveueJKy,奇葩二货的日常,779201,女,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
彭于晏工作室回应与白百何绯闻：绝无任何不正常关系。白百合出轨彭于晏躺枪，但完全没必要回应啊，白百合陈羽凡还没回应呢，网友肯定觉得越快回应背后可能会有猫腻。 ?,2017-04-14 20:22,iPhone 7 Plus,http://weibo.com/1327381861/EEvd51lPF,八卦婊妹,604822,女,其他,名人认证,原创,,,,,
转发微博,2017-04-14 20:08,微博 weibo.com,http://weibo.com/1651593604/EEv7maP4j,我们爱讲俏皮话,1726695,女,广东,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
““白百合怒斥老公陈羽凡，陈羽凡节目现场嚎啕大哭！！ . ???? ”http://t.cn/RX465Lx (使用#秒拍#录制，免流量看热门短视频!) ?,2017-04-14 19:40,秒拍客户端,http://weibo.com/1939822100/EEuW2B6Et,搞笑短视频集,95777,男,广东 广州,普通用户,原创,,,,,
奸夫内鬼受人指使出卖白百合偷情行踪，数次有意识望镜头眼神示意暴露动机，夫妻反面离婚大战一触即发http://t.cn/RXLK11y ?,2017-04-14 19:38,专业版微博,http://weibo.com/1987103547/EEuV9nYD0,GZBN粤夜粤娱乐,61056,女,广东 广州,媒体认证,原创,,,,,
[喵喵][喵喵],2017-04-14 19:35,微博 weibo.com,http://weibo.com/2028685805/EEuTXxaUm,这微博是个奇葩,1461490,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
【白百合被曝出轨，竟然火了这家混凝土公司！奇葩了，我的A股！】此次“白百合”事件，最大赢家不是和白百合撞脸的王珞丹，而是一家完全八竿子打不着的混凝土公司。卓伟爆出白百何出轨猛料后，“出轨概念股”红墙股份放量走高，收盘涨幅6.09%。而与白百何名称相仿的个股百合花、梦百合均走低翻绿。...全文： http://m.weibo.cn/1279746217/4096519004725653 ?,2017-04-14 19:35,微博 weibo.com,http://weibo.com/1279746217/EEuTOjPmd,经理人杂志,361220,男,北京 朝阳区,媒体认证,原创,,,,,
转发微博,2017-04-14 19:24,微博 weibo.com,http://weibo.com/2044145800/EEuProatI,奇葩二货的日常,779201,女,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
#最美设计# 白百合被曝出轨的酒店设计原来这么豪华呢！这家设计感超强、私密性超好的“案发现场”名为The Siam酒店，位于湄南河畔，是曼谷当地隐秘的奢华旅馆。房量少，价格高，相当僻静，连当地的计程车司机都不一定能找到。狗仔们你们可以的啊！#白百合出轨# ?,2017-04-14 19:20,微博 weibo.com,http://weibo.com/1685328053/EEuNJ0l3e,诸葛装修,545715,男,北京 宣武区,名人认证,原创,,,,,
转发微博,2017-04-14 19:14,微博 weibo.com,http://weibo.com/1651593604/EEuLxEGxG,我们爱讲俏皮话,1726695,女,广东,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
转发微博,2017-04-14 18:41,微博 HTML5 版,http://weibo.com/2714693260/EEuy0rPoe,失恋疗心话,320414,女,福建 福州,普通用户,转发,做个小调查，马蓉和白百合，你更讨厌谁？ ?,华为手机,2017-04-14 12:05,情话似污,http://weibo.com/3986335245/EErXmmCI1
【彭于晏工作室回应：与白百何绝无任何不正常关系】14日，彭于晏工作室针对与白百合绯闻等事件发表澄清声明↓↓，称经纪团队已多次澄清二人并无同事以外的任何关系，并对仍在扭曲事实的报道表示强烈不满！其实对于近期种种传闻，粉丝们早已力挺偶像并这样抵制流言↓↓[思考]http://t.cn/RX4qit2 ?,2017-04-14 18:36,专业版微博平台,http://weibo.com/2318910945/EEuw30okQ,新浪新闻客户端,11155015,男,北京,团体认证,原创,,,,,
[good],2017-04-14 18:35,微博 weibo.com,http://weibo.com/2989571947/EEuvKp32d,悟空君,844649,男,北京 西城区,普通用户,转发,【彭于晏方发声明：与白百何绝无任何不正常关系】14日，彭于晏工作室针对与白百合绯闻等事件发表澄清声明↓↓，称经纪团队已多次澄清二人并无同事以外的任何关系，并对仍在扭曲事实的报道表示强烈不满！其实对于近期种种传闻，粉丝们早已力挺偶像并这样抵制流言↓↓[思考]http://t.cn/RX4GMyb ?,专业版微博平台,2017-04-14 18:34,新浪尚文,http://weibo.com/1988524335/EEuv8fPfq
【彭于晏方发声明：与白百何绝无任何不正常关系】14日，彭于晏工作室针对与白百合绯闻等事件发表澄清声明↓↓，称经纪团队已多次澄清二人并无同事以外的任何关系，并对仍在扭曲事实的报道表示强烈不满！其实对于近期种种传闻，粉丝们早已力挺偶像并这样抵制流言↓↓[思考]http://t.cn/RX4GMyb ?,2017-04-14 18:34,专业版微博平台,http://weibo.com/1728885872/EEuv8gTry,网红先走我段后,1278759,女,北京,媒体认证,原创,,,,,
【彭于晏方发声明：与白百何绝无任何不正常关系】14日，彭于晏工作室针对与白百合绯闻等事件发表澄清声明↓↓，称经纪团队已多次澄清二人并无同事以外的任何关系，并对仍在扭曲事实的报道表示强烈不满！其实对于近期种种传闻，粉丝们早已力挺偶像并这样抵制流言↓↓[思考]http://t.cn/RX4GMyb ?,2017-04-14 18:34,专业版微博平台,http://weibo.com/1631180077/EEuv8yx4S,图片博客,236091,女,北京 海淀区,媒体认证,原创,,,,,
